no,open_date,close_date,is_short,open_rate,close_rate,stake_amount,amount,profit_abs,profit_ratio,funding_fees,exit_reason,enter_tag,leverage
112,2025-04-14 04:00:00+00:00,2025-04-15 04:00:00+00:00,False,84536.4,85351.9,8707.2492,0.103,74.5969328,0.008562940058441562,-0.6503197468443432,exit_signal,PORTEUR,1.0
113,2025-04-23 04:00:00+00:00,2025-07-29 04:00:00+00:00,False,93126.0,118745.6,8753.844,0.094,2261.71253678,0.25823880864876864,-136.57189802416045,exit_signal,PORTEUR,1.0
114,2025-08-09 04:00:00+00:00,2025-08-20 04:00:00+00:00,False,116331.6,113465.4,9771.8544,0.084,-274.39594745,-0.028066199803486583,-23.983673448896845,exit_signal,PORTEUR,1.0
115,2025-08-23 04:00:00+00:00,2025-09-08 04:00:00+00:00,False,115522.6,111004.8,9703.8984,0.084,-417.17230316,-0.04296869196913432,-28.162952364000464,exit_signal,PORTEUR,1.0
116,2025-09-09 04:00:00+00:00,2025-10-12 04:00:00+00:00,False,111657.7,110643.3,9490.9045,0.085,-147.65230189,-0.015549467664929425,-51.98050939431656,exit_signal,PORTEUR,1.0
117,2025-10-14 04:00:00+00:00,2025-10-15 04:00:00+00:00,False,113440.9,111978.7,9415.5947,0.083,-129.85358244,-0.013784438713781088,0.8639309580068415,exit_signal,PORTEUR,1.0
118,2025-10-25 04:00:00+00:00,2025-10-31 04:00:00+00:00,False,110962.3,109186.3,9320.8332,0.084,-165.80482067,-0.017779736653817053,-7.374579471151938,exit_signal,PORTEUR,1.0
119,2025-11-20 04:00:00+00:00,2025-11-28 04:00:00+00:00,True,92404.7,91168.0,9240.47,0.1,119.78844319,0.012969942803091924,5.29707819394671,exit_signal,HOSTILE,1.0
120,2025-12-04 04:00:00+00:00,2025-12-07 04:00:00+00:00,False,93500.0,89675.7,9350.0,0.1,-394.29649674,-0.042149673477699656,-2.7077117381582374,exit_signal,PORTEUR,1.0
121,2025-12-11 04:00:00+00:00,2025-12-14 04:00:00+00:00,False,89833.1,90222.4,9162.9762,0.102,26.66637291,0.002908776123068681,-3.85939659483803,exit_signal,PORTEUR,1.0
122,2025-12-18 04:00:00+00:00,2025-12-20 04:00:00+00:00,False,86575.1,88165.3,9176.9606,0.106,155.3006785,0.016914431011779297,-3.999280296865811,exit_signal,PORTEUR,1.0
123,2025-12-21 04:00:00+00:00,2025-12-26 04:00:00+00:00,False,88043.3,88796.2,9244.5465,0.105,61.54827398,0.00665446544320901,-8.222152270231705,exit_signal,PORTEUR,1.0
124,2026-01-03 04:00:00+00:00,2026-01-09 04:00:00+00:00,False,90280.0,91190.1,9298.84,0.103,75.37325249,0.008101611028649936,-9.021337357199036,exit_signal,PORTEUR,1.0
125,2026-01-15 04:00:00+00:00,2026-01-20 04:00:00+00:00,False,95943.1,92396.9,9306.4807,0.097,-358.96152889,-0.038551859654218104,-5.845638890376948,exit_signal,PORTEUR,1.0
126,2026-01-21 04:00:00+00:00,2026-01-22 04:00:00+00:00,False,89395.9,89856.9,9118.3818,0.102,36.52787357,0.004003958110266855,-1.352233634282231,exit_signal,PORTEUR,1.0
127,2026-01-25 04:00:00+00:00,2026-01-27 04:00:00+00:00,False,88920.0,88744.7,9158.76,0.103,-29.90314889,-0.0032633462158202856,-2.6975168381000327,exit_signal,PORTEUR,1.0
128,2026-01-28 04:00:00+00:00,2026-01-31 04:00:00+00:00,False,89079.8,83987.5,9086.1396,0.102,-532.07396317,-0.058529593705607355,-3.8329308666414974,exit_signal,PORTEUR,1.0
129,2026-02-04 04:00:00+00:00,2026-02-10 04:00:00+00:00,False,76661.1,69473.2,8892.6876,0.116,-836.92674737,-0.09406700547126363,5.345442028710316,exit_signal,PORTEUR,1.0
130,2026-04-07 04:00:00+00:00,2026-04-09 04:00:00+00:00,True,68746.4,70961.2,8455.8072,0.123,-279.06819742,-0.03301965084074532,1.944219983285489,exit_signal,HOSTILE,1.0
131,2026-04-19 04:00:00+00:00,2026-05-13 04:00:00+00:00,False,75472.9,81217.0,8302.019,0.11,635.47277578,0.07650611233013434,12.23972027725392,exit_signal,PORTEUR,1.0
132,2026-06-04 04:00:00+00:00,2026-06-16 04:00:00+00:00,True,64336.2,66125.4,8621.0508,0.134,-247.95628037,-0.0287761116696198,0.5374468253563806,exit_signal,HOSTILE,1.0
133,2026-06-19 04:00:00+00:00,2026-07-08 04:00:00+00:00,True,62745.1,62741.0,8533.3336,0.136,16.26670763,0.0019072083449926608,24.242162426337305,exit_signal,HOSTILE,1.0
134,2026-07-09 04:00:00+00:00,2026-07-12 04:00:00+00:00,True,61943.2,64201.9,8548.1616,0.138,-315.38851756,-0.036913936056771866,5.016094339748398,exit_signal,HOSTILE,1.0
